ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3767724,Source1,2,2022-06-17 16:29:00,2022-06-17 16:41:30,39.285621,-120.699496,39.291802,-120.683748,0.944,Slow traffic on I-80 E from Blue Canyon Rd/Exit 155 (I-80) to Nyack Rd/Exit 156 (I-80) due to accident.,I-80 E,Alta,Placer,CA,95701,US,US/Pacific,KBLU,2022-06-17 16:52:00,49,45,50,24.64,10,S,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1650083,Source2,3,2020-02-14 13:08:51,2020-02-14 13:53:19,44.63023,-123.06179,,,0,Accident on I-5 Northbound at Exit 233 US-20 Santiam Hwy.,Santiam Hwy SE,Albany,Linn,OR,97322,US,US/Pacific,KCVO,2020-02-14 12:56:00,50,50,66,29.99,10,VAR,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6769350,Source1,2,2020-10-28 13:19:00,2020-10-29 1:00:00,28.53927,-81.255138,28.539364,-81.243637,0.698,Stationary traffic from S Chickasaw Trl (Lake Underhill Rd) to Rouse Rd/Global Innovation Cir (Lake Underhill Rd) due to accident.,Lake Underhill Rd,Orlando,Orange,FL,32825,US,US/Eastern,KORL,2020-10-28 12:53:00,88,88,61,29.92,10,ESE,15,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7323211,Source1,2,2019-12-20 20:45:00,2019-12-20 21:18:06,37.663343,-122.105623,37.663343,-122.105623,0,At A St - Accident.,I-880 N,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,2019-12-20 20:54:00,50,50,89,30.08,6,WNW,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3059149,Source2,2,2018-01-10 1:19:10,2018-01-10 2:03:49,34.136375,-117.536865,,,0,Right hand shoulder blocked due to accident on CA-210 Westbound at Exit 61 Day Creek Blvd.,Day Creek Blvd,Rancho Cucamonga,San Bernardino,CA,91739,US,US/Pacific,KONT,2018-01-10 0:53:00,48.9,,93,29.89,6,East,3.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-6718616,Source1,2,2020-12-03 3:19:39,2020-12-03 4:34:41,40.003669,-77.109458,40.003966,-77.109812,0.028,Incident on MAIN ST near STATE ST Drive with caution.,Carlisle Pike,York Springs,Adams,PA,17372-9515,US,US/Eastern,KTHV,2020-12-03 2:53:00,33,29,54,29.72,10,WSW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-5297308,Source1,2,2022-09-21 12:21:00,2022-09-21 14:45:30,32.241101,-107.193978,32.251025,-107.107477,5.101,Stationary traffic on US-180 E - I-10 E - US-70 E from CR-B049/Exit 102 (I-10) to Corralitos Rd/Exit 127 (I-10) due to accident.,I-10,Las Cruces,Dona Ana,NM,88005,US,US/Mountain,KLRU,2022-09-21 12:15:00,86,86,33,25.61,10,SE,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4394656,Source1,2,2022-07-17 20:17:44,2022-07-17 21:34:45,34.545514,-82.698272,34.544869,-82.698834,0.055,Incident on PEARMAN DAIRY RD near SC-28 Drive with caution.,Pearman Dairy Rd,Anderson,Anderson,SC,29625-5353,US,US/Eastern,KAND,2022-07-17 19:56:00,87,87,55,29.17,10,S,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4514316,Source1,2,2022-07-01 6:50:49,2022-07-01 8:18:50,40.73016,-73.364278,40.732258,-73.3561,0.452,Incident on SOUTHERN STATE PKWY near SOUTHERN STATE PKWY Drive with caution.,Little East Neck Rd,West Babylon,Suffolk,NY,11704,US,US/Eastern,KFRG,2022-07-01 6:53:00,72,72,84,30,10,SW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6264700,Source1,2,2021-07-27 14:46:30,2021-07-27 17:20:00,39.53349709,-119.7875297,39.53726709,-119.7883297,0.264,Slow traffic from exit [36B] to I-80 W due to accident.,US-395,Reno,Washoe,NV,89512,US,US/Pacific,KRNO,2021-07-27 14:55:00,83,83,26,25.66,10,NNW,17,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7745733,Source1,2,2019-05-31 16:25:36,2019-05-31 16:55:30,38.47342,-122.73049,38.475436,-122.731357,0.147,At Mendocino Ave - Accident. Left lane blocked.,Redwood Hwy N,Santa Rosa,Sonoma,CA,95403,US,US/Pacific,KSTS,2019-05-31 16:53:00,75,75,57,29.65,10,SSE,12,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3078796,Source2,2,2018-01-22 16:19:44,2018-01-22 17:04:33,41.212868,-95.933235,,,0,Accident on 13th St at US-275 Veterans Memorial Hwy.,S 13th St,Omaha,Douglas,NE,68107,US,US/Central,KOFF,2018-01-22 16:12:00,32,18.9,87,29.61,6,NNW,24.2,,Light Snow,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-5276480,Source1,2,2022-01-26 8:43:00,2022-01-26 8:55:00,32.69279122,-117.094785,32.71138122,-117.100495,1.327,Stationary traffic on I-805 N from 47th Street exit [11B] to exit [13B] due to accident.,I-805,San Diego,San Diego,CA,92113,US,US/Pacific,KSAN,2022-01-26 8:51:00,54,54,72,30.12,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1656217,Source2,2,2020-02-19 10:47:26,2020-02-19 12:19:25,40.891121,-74.042473,,,0,Accident on CR-62 Passaic St at Union St.,Union St,Hackensack,Bergen,NJ,07601-4455,US,US/Eastern,KTEB,2020-02-19 10:51:00,44,37,42,30.2,10,NW,14,0,Fair,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7737906,Source1,2,2019-06-13 9:09:20,2019-06-13 9:38:04,34.82713,-82.29314,34.814,-82.28903,0.937,At SC-146/Woodruff Rd/Exit 35 - Accident. Right lane blocked.,Golden Strip Fwy S,Greenville,Greenville,SC,29615,US,US/Eastern,KGMU,2019-06-13 8:53:00,66,66,81,28.82,10,WSW,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3387204,Source2,2,2017-08-18 13:45:38,2017-08-18 14:29:57,36.135761,-86.800995,,,0,Accident on Acklen Ave at US-431 21st Ave.,21st Ave S,Nashville,Davidson,TN,37212-3705,US,US/Central,KBNA,2017-08-18 13:53:00,88,,43,29.97,10,WNW,10.4,,Scattered Clouds,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-4760306,Source1,2,2022-09-23 15:48:50,2022-09-23 16:14:43,43.176915,-77.639461,43.180938,-77.639498,0.278,Stationary traffic on Dewey Ave from Emerson St to Seneca Pkwy due to accident.,Dewey Ave,Rochester,Monroe,NY,14613-2345,US,US/Eastern,KROC,2022-09-23 15:54:00,55,55,51,29.52,10,NW,14,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6052755,Source1,2,2021-09-17 14:26:45,2021-09-17 14:51:58,36.032449,-86.767217,36.031902,-86.760265,0.39,Stationary traffic from Church St E/Jones Pkwy (Cloverland Dr) to Edmondson Pike (Cloverland Dr) due to accident.,Cloverland Dr,Brentwood,Davidson,TN,37027-4703,US,US/Central,KBNA,2021-09-17 14:53:00,76,76,85,29.44,2,ESE,5,0.07,T-Storm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5788714,Source1,2,2021-06-10 15:45:35,2021-06-10 18:29:21,29.404755,-98.441746,29.397388,-98.475379,2.088,Stationary traffic on US-87 N - US-90 W - I-10 W from Martin Luther King Dr/Exit 578 (I-10) to I-37/Exit 574 (I-10) due to accident.,I-10 W,San Antonio,Bexar,TX,78220,US,US/Central,KSSF,2021-06-10 15:53:00,94,94,51,29.26,10,S,13,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5259321,Source1,2,2022-09-09 17:33:00,2022-09-09 19:08:30,38.254005,-122.303599,38.241372,-122.269267,2.057,Stationary traffic on CA-29 - CA-12 from CA-121 (Napa) (CA-12) to CA-221/Napa Vallejo Hwy (CA-12) due to accident.,CA-29,Napa,Napa,CA,94558,US,US/Pacific,KAPC,2022-09-09 17:54:00,81,81,49,29.47,10,S,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6899290,Source1,2,2020-09-24 7:15:00,2020-09-24 8:53:50,37.357388,-76.736358,37.381288,-76.758658,2.056,Incident on I-64 WB near MM 234 Left lane blocked.,I-64 W,Williamsburg,York,VA,23188,US,US/Eastern,KJGG,2020-09-24 7:15:00,61,61,100,29.98,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4728316,Source1,2,2023-01-05 12:06:00,2023-01-05 13:24:09,36.561659,-119.628882,36.560593,-119.628802,0.074,Incident on CA-43 SB near E NEBRASKA AVE Drive with caution.,S Highland Ave,Selma,Fresno,CA,93662-9003,US,US/Pacific,KFAT,2023-01-05 11:53:00,60,60,67,29.6,10,SE,20,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2551302,Source2,2,2018-10-29 6:34:59,2018-10-29 7:04:26,32.71241,-97.063004,,,0,One lane blocked and shoulder blocked due to accident on TX-360 Southbound at TX-303 Pioneer Pkwy.,TX-360 S,Arlington,Tarrant,TX,76010,US,US/Central,KGPM,2018-10-29 6:35:00,60.3,,85,30.09,10,South,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-1331014,Source2,2,2020-10-08 8:57:43,2020-10-08 10:12:01,35.180038,-80.814407,,,0,Accident on Wendover Rd at Vernon Dr.,S Wendover Rd,Charlotte,Mecklenburg,NC,28211-1727,US,US/Eastern,KCLT,2020-10-08 8:52:00,66,66,78,29.29,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6477973,Source1,2,2021-01-14 21:59:48,2021-01-15 1:33:19,36.19486,-81.104258,36.190064,-81.118221,0.846,Stationary traffic on NC-268 from NC-1957/Rock Creek Rd (NC-268) to NC-268/Flint Hill Rd (NC-268) due to accident.,Vista Ln,North Wilkesboro,Wilkes,NC,28659-9312,US,US/Eastern,KUKF,2021-01-14 21:55:00,37,37,81,28.47,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-191738,Source2,2,2016-09-02 18:55:39,2016-09-02 19:25:39,42.9743,-83.679016,,,0,Accident on Bristol Rd near Greenly St.,Greenly St,Burton,Genesee,MI,48529,US,US/Eastern,KFNT,2016-09-02 18:53:00,69.1,,58,30.24,10,ENE,11.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3643301,Source1,3,2017-07-13 16:38:24,2017-07-13 22:38:24,42.11775,-87.77868,42.11614,-87.77767,0.123,At Tower Rd/Exit 31 - Accident.,I-94 W,Northbrook,Cook,IL,60062,US,US/Central,KPWK,2017-07-13 16:52:00,81,,62,30,10,WNW,10.4,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5497081,Source1,2,2021-04-28 14:14:30,2021-04-28 18:42:00,44.97134,-93.251959,44.965886,-93.266149,0.789,Stationary traffic on I-35W S from Washington Ave/Exit 17C (I-35W) to 5th Ave (I-35W) due to accident.,I-35W S,Minneapolis,Hennepin,MN,55415,US,US/Central,KMSP,2021-04-28 13:53:00,58,58,56,29.09,10,NE,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1076803,Source2,3,2021-04-20 11:19:26,2021-04-20 12:21:00,34.034206,-118.349991,,,0,#2 lane blocked due to accident on I-10 Westbound near La Brea Ave.,S La Brea Ave,Los Angeles,Los Angeles,CA,90016,US,US/Pacific,KSMO,2021-04-20 10:51:00,65,65,65,29.77,10,WSW,8,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4813104,Source1,2,2022-11-03 14:01:05,2022-11-03 15:20:16,25.753384,-80.338165,25.753304,-80.34111,0.183,Incident on SW 17TH TER near HOUSE 8865 Drive with caution.,SW 17th Ter,Miami,Miami-Dade,FL,33165-7819,US,US/Eastern,KMIA,2022-11-03 13:53:00,85,85,65,30.06,10,ENE,13,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5391925,Source1,2,2022-03-01 11:21:00,2022-03-01 11:35:00,34.055644,-118.214099,34.06037,-118.214925,0.33,Slow traffic on Golden State Fwy N - I-5 N from exit [135B] to Main Street exit [136A] due to accident.,Golden State Fwy N,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,2022-03-01 11:47:00,81,,13,29.84,10,,,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3078852,Source2,2,2018-01-22 20:16:32,2018-01-22 20:45:09,45.125702,-93.346039,,,0.8100000024,Jackknifed trailer on MN-610 Westbound from Noble Pkwy to MN-610 / Regent Ave.,MN-610 W,Minneapolis,Hennepin,MN,55443,US,US/Central,KMIC,2018-01-22 20:19:00,27,14.3,81,29.76,2,North,17.3,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3054044,Source2,2,2018-01-09 5:09:30,2018-01-09 5:55:00,40.316292,-75.553658,,,0,Accident on PA-73 Big Rd at Church Rd.,Church Rd,Gilbertsville,Montgomery,PA,19525-9608,US,US/Eastern,KPTW,2018-01-09 4:54:00,26.1,21.9,88,30.12,6,SSW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-638409,Source2,3,2022-04-25 16:25:10,2022-04-25 16:54:43,34.02985,-118.220757,,,0,#3 lane blocked due to crash on I-5 Southbound at Santa Fe Ave.,S Boyle Ave,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2022-04-25 16:47:00,78,78,18,29.7,10,W,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6153933,Source1,2,2021-05-06 5:23:19,2021-05-06 8:29:21,38.780331,-77.179403,38.790579,-77.175093,0.745,Incident on I-395 NB near I-395 Drive with caution.,I395 Hwy,Springfield,Fairfax County,VA,22150,US,US/Eastern,KDAA,2021-05-06 4:56:00,51,51,51,29.96,10,NW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2202769,Source2,3,2019-03-05 7:11:57,2019-03-05 7:41:45,37.338409,-121.854233,,,0,Accident on I-280 Southbound at I-680.,I-680 S,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,2019-03-05 6:47:00,51.8,,88,29.91,8,Variable,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1047428,Source2,2,2021-05-13 8:28:59,2021-05-13 9:47:06,40.500301,-111.413559,,,0,Right hand shoulder blocked due to accident on US-189 Main St Northbound at 600 S.,W 600 S,Heber City,Wasatch,UT,84032-2225,US,US/Mountain,K36U,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-6756917,Source1,2,2020-11-08 19:20:00,2020-11-08 23:30:56,36.199755,-117.284302,36.200868,-117.283215,0.098,Incident on CA-178 EB near SLATE RANGE RD Drive with caution.,Trona Wildrose Rd,Death Valley,Inyo,CA,92328,US,US/Pacific,KDRA,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-7674438,Source1,4,2017-10-23 1:09:23,2017-10-23 7:09:23,40.861739,-73.804528,40.86459,-73.81372,0.519,Closed at Shore Rd - Road closed due to accident.,City Island Rd,Bronx,Bronx,NY,10464-1002,US,US/Eastern,KLGA,2017-10-23 0:51:00,63,,84,30.35,10,ESE,3.5,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2972478,Source2,3,2018-03-28 19:31:40,2018-03-28 20:00:59,41.816071,-71.413963,,,0,Two lane blocked due to accident on I-95 Northbound at Exits 19 20 US-6.,I-95 N,Providence,Providence,RI,2903,US,US/Eastern,KPVD,2018-03-28 19:51:00,46.9,,74,29.99,10,South,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2909168,Source2,2,2018-04-25 10:50:42,2018-04-25 11:20:28,29.698782,-95.359581,,,0,Accident on Zephyr St at Scott St.,Scott St,Houston,Harris,TX,77021-2630,US,US/Central,KMCJ,2018-04-25 10:55:00,80.6,,48,30.07,10,Variable,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2683722,Source2,3,2018-07-03 13:08:47,2018-07-03 13:37:57,40.806892,-73.924423,,,0,Right lane blocked due to accident on I-87 Major Deegan Expy Northbound before Exit 2 Willis Ave.,Willis Ave,Bronx,Bronx,NY,10454,US,US/Eastern,KLGA,2018-07-03 12:51:00,91,,61,30.16,7,SSE,9.2,,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1985213,Source2,2,2019-07-24 8:17:57,2019-07-24 9:34:35,42.039349,-88.36367,,,0,Accident on US-20 at Nesler Rd.,Nesler Rd,Elgin,Kane,IL,60124-4371,US,US/Central,KDPA,2019-07-24 7:52:00,69,69,73,29.36,9,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1354299,Source2,3,2020-10-23 15:39:43,2020-10-23 16:27:05,28.631571,-81.388336,,,0,Right lane blocked due to accident on I-4 Westbound at Exits 90A-B 90C-B-A FL-414 Maitland Blvd.,W Maitland Blvd,Maitland,Orange,FL,32751,US,US/Eastern,KORL,2020-10-23 15:53:00,80,80,76,29.87,10,SE,12,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2026919,Source2,2,2019-08-16 7:05:10,2019-08-16 8:19:51,36.79567,-76.163734,,,0,Accident on Indian Lakes Blvd at Ferrell Pkwy.,Indian Lakes Blvd,Virginia Beach,Virginia Beach,VA,23464,US,US/Eastern,KORF,2019-08-16 6:59:00,75,75,94,29.95,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-4941229,Source1,2,2022-06-29 20:11:30,2022-06-29 20:23:00,34.190731,-117.36108,34.185084,-117.352976,0.606,Slow traffic on Barstow Fwy S - I-215 S from Devore Rd (I-215) to University Pkwy (I-215) due to accident.,Barstow Fwy S,San Bernardino,San Bernardino,CA,92407,US,US/Pacific,KSBD,2022-06-29 19:55:00,88,88,21,28.74,10,WSW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-6454382,Source1,2,2021-02-14 21:16:00,2021-02-15 0:30:25,32.47521043,-90.13128877,32.49669043,-90.12280877,1.564,Incident on I-55 NB near MS-463 Road closed. Take alternate route.,I-55,Madison,Madison,MS,39110,US,US/Central,KHKS,2021-02-14 20:53:00,22,13,85,29.76,4,N,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-7046894,Source1,2,2020-05-22 16:59:00,2020-05-22 19:33:29,38.325199,-122.933615,38.325199,-122.933615,0,At Valley Ford Freestone Rd - Accident.,S Highway 1,Bodega,Sonoma,CA,94922,US,US/Pacific,KSTS,2020-05-22 16:53:00,76,76,32,29.72,10,SSW,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4911031,Source1,2,2023-02-15 15:40:00,2023-02-15 17:48:57,34.13453221,-117.6528347,34.13471221,-117.6278047,1.432,Accident on CA-210 E - Foothill Fwy E from Mountain Ave exit [54] to exit [57].,CA-210,Upland,San Bernardino,CA,91784,US,US/Pacific,KONT,2023-02-15 15:53:00,58,58,18,29.09,10,WNW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2654092,Source2,3,2018-08-18 17:47:52,2018-08-18 18:16:46,41.826786,-71.418976,,,0,Right lane blocked due to accident on US-6 Eastbound at Exits 22A 22B 22B-C 22C I-95.,I-95 S,Providence,Providence,RI,2903,US,US/Eastern,KPVD,2018-08-18 17:45:00,73.4,,94,29.78,10,Variable,3.5,,Thunderstorms and Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3702727,Source1,2,2023-02-28 11:21:00,2023-02-28 13:24:15,32.768045,-97.318608,32.767136,-97.318607,0.063,Accident on US-287 S - I-35W S from Northside Dr/Exit 53 (I-35W) to TX-121/Exit 52 (I-35W).,I-35W S,Fort Worth,Tarrant,TX,76102,US,US/Central,KFTW,2023-02-28 10:53:00,71,71,27,29.1,10,SW,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6556152,Source1,2,2021-01-06 0:41:37,2021-01-06 1:57:21,35.139566,-106.598764,35.135766,-106.605004,0.44,Incident on I-25 SB near MM 229 Right lane blocked. Expect delays.,I-25 S,Albuquerque,Bernalillo,NM,87109,US,US/Mountain,KABQ,2021-01-06 0:52:00,37,29,39,24.8,10,NNW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-6234500,Source1,2,2021-05-30 20:12:00,2021-05-30 22:23:47,33.774307,-117.920094,33.774307,-117.919727,0.021,Incident on GARDEN GROVE BLVD near HARBOR BLVD Drive with caution.,Harbor Blvd,Garden Grove,Orange,CA,92843,US,US/Pacific,KSNA,2021-05-30 19:53:00,64,64,70,29.82,10,S,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-3015356,Source2,3,2018-02-16 16:16:50,2018-02-16 16:46:14,43.075649,-83.762894,,,0,Accident on I-75 Southbound at W Carpenter Rd.,US-23 S,Flint,Genesee,MI,48504,US,US/Eastern,KFNT,2018-02-16 15:53:00,30,20,54,30.21,10,WNW,12.7,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-413363,Source2,2,2017-05-05 13:45:04,2017-05-05 14:14:51,28.55909,-81.22908,,,0,Accident on Grayson Dr at Buttercup Ln.,Grayson Dr,Orlando,Orange,FL,32825-6724,US,US/Eastern,KORL,2017-05-05 13:53:00,78.1,,46,29.78,10,West,18.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
